0.367682,0.316009,0.402156,0.339373,0.274291,0.354233,0.303142,0.280726
0.332246,0.377321,0.280623,0.341855,0.404556,0.330813,0.36585,0.349401
0.317372,0.350279,0.282338,0.25926,0.297664,0.370811,0.403442,0.284738
0.318548,0.367035,0.288224,0.372183,0.296796,0.265646,0.299129,0.36169
0.33762,0.293765,0.34415,0.291002,0.282317,0.389335,0.363958,0.362443
0.337394,0.351369,0.321284,0.254865,0.358306,0.314495,0.296551,0.363734
0.299726,0.249041,0.320843,0.279761,0.389059,0.315894,0.335429,0.330817
0.363746,0.405667,0.335012,0.328605,0.293633,0.287128,0.371193,0.284006
0.325205,0.347721,0.285325,0.407741,0.334558,0.402767,0.389203,0.365693
0.393888,0.284488,0.426527,0.301268,0.293461,0.30027,0.270139,0.367435
0.280736,0.341184,0.298142,0.321921,0.335944,0.348731,0.301418,0.375744
0.366164,0.297653,0.344608,0.386551,0.355141,0.348006,0.290281,0.340271
0.297735,0.401249,0.367647,0.225966,0.339305,0.346408,0.303254,0.329703
0.365308,0.24308,0.355499,0.311943,0.311864,0.275271,0.334748,0.397013
0.348994,0.312795,0.329373,0.286358,0.287245,0.276613,0.338444,0.318803
0.385253,0.403432,0.326595,0.301821,0.388197,0.359389,0.305703,0.358054
0.39008,0.333258,0.359157,0.347352,0.292059,0.332013,0.289838,0.348471
0.404898,0.36122,0.342316,0.275791,0.304508,0.364622,0.366616,0.307714
0.300175,0.314156,0.305161,0.3,0.409314,0.331023,0.337358,0.365388
0.323359,0.339662,0.257225,0.330469,0.396421,0.371957,0.260627,0.319186
0.29813,0.356085,0.38449,0.246129,0.339606,0.306259,0.386776,0.335243
0.268004,0.287226,0.38261,0.322256,0.39516,0.32463,0.339497,0.260774
0.408596,0.328661,0.374192,0.29122,0.325785,0.318684,0.362023,0.36128
0.38989,0.366469,0.318868,0.301948,0.271262,0.293674,0.352437,0.297326
0.330727,0.412559,0.368454,0.280343,0.419088,0.389279,0.328906,0.266205
0.37502,0.334715,0.277543,0.249008,0.346626,0.337316,0.362896,0.388028
0.259087,0.296026,0.328077,0.318166,0.39102,0.294766,0.252227,0.340799
0.252877,0.292539,0.332152,0.342497,0.383073,0.302291,0.353665,0.360911
0.392171,0.271677,0.311797,0.27488,0.221194,0.340949,0.333773,0.267538
0.29547,0.383805,0.336715,0.321487,0.35268,0.326762,0.357148,0.31775
0.307779,0.322679,0.358063,0.320024,0.256317,0.386891,0.300025,0.401034
0.385166,0.361682,0.310674,0.333481,0.350009,0.313536,0.331134,0.315461
0.308823,0.298715,0.231301,0.328313,0.307936,0.329558,0.378133,0.345242
0.379227,0.423533,0.362357,0.323748,0.359549,0.353026,0.387645,0.390914
0.294797,0.324208,0.340817,0.298128,0.273241,0.35445,0.386747,0.28769
0.367756,0.34733,0.339296,0.328713,0.295648,0.359724,0.370429,0.326466
0.351669,0.305868,0.373592,0.31011,0.285734,0.284532,0.286917,0.280268
0.349153,0.317009,0.296495,0.365131,0.329174,0.322694,0.319606,0.3623
0.268523,0.28995,0.315023,0.284952,0.228388,0.370469,0.233567,0.290542
0.350448,0.326546,0.37612,0.530638,0.371696,0.364694,0.311712,0.297326
0.356912,0.318497,0.265895,0.286193,0.358762,0.355282,0.230654,0.313854
0.374998,0.360642,0.358761,0.331872,0.311145,0.349072,0.292357,0.280062
0.31219,0.343403,0.286158,0.338541,0.300817,0.269202,0.358747,0.308498
