2.529909,2.750571,3.140874,2.767563,2.49107,2.522817,2.426715,2.854053,2.382867,2.129171,3.029571,2.995394,2.87681,2.84031,2.599133,2.982488,2.505816,2.79117,2.739969,2.531795,2.382804,3.25418,2.545227,3.034458,2.400098,2.656971,2.939171,2.296805,3.026102,2.210558,2.893455,2.93702,2.47415,2.015807,2.415168,2.571485
3.342551,2.533433,2.912778,2.348195,3.633975,3.588899,3.425418,2.957189,3.148826,3.401946,3.303747,3.583359,3.28505,2.639336,2.420267,2.351633,2.528649,2.791148,2.955132,3.424437,3.149717,3.621155,2.672325,3.178287,2.619972,2.733017,2.936601,2.306691,3.045173,2.991501,2.471904,3.482163,3.226028,2.971593,2.345094,3.265691
2.520747,2.801435,2.871221,2.89134,2.640384,2.417162,2.662893,2.101838,2.402087,2.437866,2.670953,2.7009,2.651027,2.678684,2.370704,2.262911,3.068834,2.489886,2.892276,2.830626,2.769012,2.265188,3.294702,2.481827,3.35579,2.077583,2.593503,2.90489,2.493275,2.353581,2.399004,3.163032,2.935179,3.150936,3.149559,2.940386
2.558529,2.647467,2.367171,3.167618,2.668563,2.509704,2.880347,2.698484,2.775195,3.003377,2.341521,3.332165,2.396534,2.069348,2.487596,2.394662,2.943185,2.307101,3.023537,3.341736,2.589048,2.411816,2.992172,3.419964,3.05379,2.586357,2.90021,3.360884,3.111449,2.856159,2.532308,2.24249,2.403473,2.67944,2.58606,2.50506
2.664459,2.046888,2.708271,2.035049,2.442614,2.711075,2.80305,2.598647,2.260899,2.478308,2.339339,3.041469,2.558709,3.015194,2.46542,1.953779,2.416496,2.026071,2.72642,3.158519,2.469924,2.725308,2.511302,2.398797,2.634948,2.642823,2.499705,2.803077,2.645465,2.05925,2.272181,2.209586,2.391467,2.583662,2.660342,2.727999
2.556446,3.015014,2.519829,3.151485,3.251754,3.265079,2.28641,2.767509,2.394473,2.946677,2.183639,2.565855,2.838816,2.600555,2.669324,2.609537,2.782994,2.882624,2.614748,2.77232,2.403995,2.60483,3.081353,2.79468,2.294348,2.563263,2.3612,2.636672,2.105699,2.394225,2.117075,2.544521,2.952072,2.536421,2.4741,2.678652
2.10375,2.658704,2.539121,2.363873,2.624319,2.569014,2.655824,2.711228,2.457752,3.159392,2.718774,2.326662,2.686037,2.592023,2.716952,3.062088,2.891822,2.278944,2.17071,2.63642,2.746737,1.978533,2.730947,2.724485,2.249879,2.573123,2.299626,2.585669,2.310606,2.917769,2.878479,2.353595,2.786018,3.150599,2.695838,2.268063
2.654469,2.929559,2.586861,2.449418,2.498985,2.970963,2.552441,2.821734,2.854616,2.209064,2.487141,2.921882,2.678855,2.573861,2.582609,2.542563,3.052971,2.815808,2.428893,3.186671,2.847119,2.974541,3.47985,2.361258,3.066696,2.137433,2.694852,2.252786,3.129984,2.816343,2.868606,2.484869,2.373714,2.557701,3.01212,2.660553
2.805129,2.336868,2.337719,2.894661,2.300634,2.30396,2.625638,3.277134,2.813463,2.345747,2.919551,2.0885,2.356011,2.103723,2.457788,2.39166,2.858904,2.691504,2.713824,2.261921,2.83424,2.799342,2.702831,2.293034,2.20968,3.060005,2.208983,3.020715,2.428038,2.373449,2.796998,2.930652,2.469524,2.122191,2.663874,2.692593
2.748429,2.226375,2.760039,2.14214,2.551158,2.608268,2.960667,2.173437,2.52981,2.104718,3.002391,2.044602,2.756097,2.84454,2.959038,3.454826,2.268158,2.620508,2.625462,2.628369,2.825883,2.655419,2.888132,2.189525,2.96717,2.830469,2.268108,2.290104,2.858535,2.782584,2.261084,2.538027,2.76795,2.789627,2.482578,2.670093
3.155954,2.74019,2.562053,2.503557,3.178463,2.60946,2.79459,2.64474,2.805561,2.223878,2.598777,3.06279,2.186312,2.905605,2.364012,3.093516,2.940426,2.993144,2.119302,2.624175,2.662695,2.860371,2.943059,2.271474,2.661494,2.326914,2.620571,2.538815,1.986084,2.604956,2.520639,2.606229,2.379609,2.995529,2.633378,2.550663
3.040911,2.342768,2.647827,2.919803,2.281113,3.002189,2.297799,3.051815,3.005955,3.437946,2.432628,2.796516,3.188822,2.447663,2.9489,2.844747,3.03584,2.958372,2.907158,2.352524,2.834649,2.785424,2.728998,2.075396,2.967368,2.835756,2.396264,2.537829,2.880909,2.582042,2.133068,2.517399,2.177897,2.407028,2.844347,2.561409
2.515253,2.814165,2.207696,2.617875,2.419497,2.645424,2.713176,2.969514,2.342718,2.581155,2.661809,2.655207,2.979936,2.445534,3.411378,2.514767,2.213964,3.008786,2.206206,1.958864,2.463899,2.991915,2.26998,1.956398,2.628779,3.140442,2.129963,2.831058,1.921536,3.020976,3.15662,2.934333,3.177167,2.569977,2.237454,2.799392
2.398086,2.666291,2.481318,2.498598,2.3481,2.047982,2.226083,2.82645,2.655266,2.191824,2.787332,2.251098,3.336773,2.67426,2.521175,2.501037,2.75063,2.56442,2.748992,3.048845,2.832111,2.52936,2.367374,3.035061,2.57355,2.676416,2.71175,2.036993,2.633216,3.047913,2.766078,2.740932,3.021197,3.413057,2.937906,3.156854
3.035772,2.61027,2.375397,2.557692,2.502419,2.61743,2.68304,3.26727,2.626398,2.272217,2.893802,2.443131,2.636766,2.553854,2.451956,2.542032,2.937812,2.402123,2.538126,3.082041,2.776149,2.421401,2.441651,2.769633,2.626353,2.777945,2.530791,3.312135,2.142189,2.178554,2.457689,2.807433,2.540745,2.944283,3.053606,2.373714
