0.735363,0.632018,0.804312,0.678746,0.548582,0.708465,0.606284,0.561452
0.664491,0.754642,0.561247,0.683711,0.809111,0.661626,0.7317,0.698802
0.634743,0.700558,0.564676,0.51852,0.595328,0.741623,0.806884,0.569476
0.637097,0.73407,0.576449,0.744365,0.593592,0.531293,0.598257,0.72338
0.67524,0.587529,0.6883,0.582004,0.564633,0.77867,0.727916,0.724886
0.674789,0.702738,0.642567,0.50973,0.716612,0.628991,0.593101,0.727469
0.599453,0.498081,0.641687,0.559522,0.778119,0.631788,0.670859,0.661634
0.727491,0.811333,0.670023,0.657209,0.587266,0.574256,0.742386,0.568011
0.65041,0.695442,0.570651,0.815482,0.669116,0.805534,0.778406,0.731385
0.787776,0.568976,0.853054,0.602535,0.586923,0.60054,0.540278,0.73487
0.561473,0.682368,0.596285,0.643842,0.671887,0.697462,0.602837,0.751489
0.732329,0.595306,0.689217,0.773101,0.710282,0.696013,0.580562,0.680543
0.595469,0.802497,0.735294,0.451933,0.67861,0.692817,0.606508,0.659405
0.730617,0.486161,0.710998,0.623887,0.623728,0.550542,0.669497,0.794026
0.697988,0.62559,0.658746,0.572715,0.574489,0.553226,0.676889,0.637605
0.770507,0.806865,0.65319,0.603642,0.776394,0.718777,0.611406,0.716108
0.780161,0.666515,0.718314,0.694703,0.584118,0.664027,0.579675,0.696942
0.809796,0.722439,0.684632,0.551582,0.609015,0.729244,0.733232,0.615428
0.600351,0.628311,0.610322,0.6,0.818629,0.662047,0.674715,0.730775
0.646718,0.679325,0.51445,0.660938,0.792842,0.743914,0.521253,0.638371
0.596259,0.71217,0.768979,0.492258,0.679212,0.612518,0.773551,0.670485
0.536009,0.574452,0.765221,0.644513,0.790319,0.64926,0.678995,0.521549
0.817192,0.657322,0.748385,0.582441,0.651571,0.637368,0.724047,0.722561
0.779779,0.732939,0.637737,0.603896,0.542525,0.587348,0.704874,0.594651
0.661454,0.825118,0.736909,0.560685,0.838176,0.778559,0.657812,0.53241
0.75004,0.669429,0.555086,0.498016,0.693252,0.674632,0.725792,0.776057
0.518174,0.592053,0.656154,0.636332,0.782039,0.589532,0.504455,0.681597
0.505754,0.585079,0.664305,0.684995,0.766145,0.604582,0.707329,0.721823
0.784341,0.543354,0.623594,0.549761,0.442388,0.681897,0.667547,0.535076
0.59094,0.76761,0.673431,0.642975,0.705359,0.653525,0.714296,0.6355
0.615558,0.645359,0.716127,0.640049,0.512633,0.773783,0.60005,0.802068
0.770331,0.723365,0.621349,0.666962,0.700019,0.627073,0.662268,0.630923
0.617645,0.59743,0.462601,0.656625,0.615872,0.659116,0.756266,0.690485
0.758455,0.847067,0.724714,0.647496,0.719098,0.706052,0.775289,0.781829
0.589595,0.648416,0.681633,0.596256,0.546481,0.708901,0.773494,0.575379
0.735512,0.694661,0.678591,0.657425,0.591297,0.719449,0.740859,0.652932
