0.368164,0.292928,0.342492,0.409499,0.290612,0.305693,0.312198,0.303737
0.361142,0.311022,0.369439,0.396754,0.36558,0.325279,0.274124,0.378868
0.306655,0.34986,0.323644,0.394477,0.310407,0.298427,0.357967,0.231617
0.350066,0.356705,0.253677,0.331025,0.330161,0.31506,0.350361,0.360408
0.384218,0.334904,0.33213,0.319861,0.311054,0.341481,0.353958,0.30047
0.306833,0.286747,0.309077,0.297787,0.305678,0.294594,0.301496,0.271598
0.294514,0.273731,0.348146,0.394427,0.375392,0.338773,0.328731,0.390369
0.419973,0.346017,0.373651,0.320628,0.351768,0.259824,0.334096,0.394581
0.336599,0.290602,0.301762,0.280929,0.337547,0.297686,0.313148,0.356785
0.271738,0.325961,0.322117,0.334114,0.374642,0.309274,0.314877,0.260956
0.319465,0.319139,0.292624,0.334592,0.277386,0.328456,0.293384,0.296634
0.431674,0.322541,0.3592,0.34551,0.315848,0.297835,0.275896,0.310601
0.373088,0.35394,0.27655,0.364395,0.28146,0.257771,0.352357,0.352328
0.396167,0.341529,0.294173,0.287543,0.362396,0.308977,0.314578,0.301271
0.32403,0.327313,0.29435,0.275971,0.33984,0.350561,0.338964,0.337627
0.327413,0.376023,0.362895,0.376112,0.319857,0.354584,0.327128,0.359495
0.399174,0.423953,0.277479,0.297613,0.332704,0.298241,0.340684,0.295333
0.305386,0.361943,0.349628,0.308492,0.383455,0.433167,0.339342,0.35276
0.377421,0.32838,0.340098,0.262374,0.385611,0.373952,0.319737,0.383965
0.354791,0.392903,0.311324,0.379427,0.354189,0.326005,0.384743,0.301329
0.390801,0.295461,0.374865,0.331747,0.378436,0.317239,0.355093,0.357983
0.306398,0.319573,0.364408,0.3328,0.477478,0.40895,0.312449,0.363121
0.254361,0.300733,0.354641,0.39671,0.31236,0.370865,0.262364,0.322718
0.295281,0.356961,0.337782,0.319218,0.353396,0.320672,0.353365,0.288538
0.28973,0.3839,0.313748,0.325407,0.302117,0.302626,0.290136,0.331998
0.386805,0.289807,0.313724,0.393221,0.33629,0.323088,0.311,0.367459
