5.543757,6.420897,5.330538,4.617153,5.41818,5.374872,5.953707,5.132538,5.256522,5.33025,4.873356,5.139657,4.685094,5.033052,5.390397,5.945886,5.791734,5.58351,5.029767,4.53222,5.029794,5.661684,5.881491,6.457851,4.658661,6.089022,4.77531,4.53654,5.034834,5.990715,5.818158,5.624235,5.107581,4.642515,7.362243,5.825142
5.727771,5.759802,5.206302,6.404157,5.391477,5.070555,4.959864,5.840343,4.383279,6.461019,5.58918,5.261805,5.667894,7.093197,5.21919,6.595938,5.829192,6.152391,5.187123,5.871951,6.942402,5.510187,5.545854,5.580558,4.683501,6.073272,6.127614,6.368706,6.792516,6.545394,7.273224,5.817177,6.569568,5.186772,5.542632,6.146442
5.824908,4.407174,4.176594,5.028489,5.563755,5.98689,5.286357,4.96422,5.165991,5.922774,4.993551,6.546681,4.6512,5.970411,4.792212,5.969097,4.945284,4.763034,5.314365,5.423697,6.476652,5.233059,6.761268,4.865553,5.980185,6.068061,4.948992,5.315319,6.971067,4.334031,5.567589,4.572711,4.712805,3.854799,4.973022,4.650066
5.75415,5.379606,4.373262,3.951576,5.902407,4.832811,5.646195,5.506146,6.106644,3.883671,6.341166,6.043923,4.446333,5.018112,6.437619,5.116617,5.204592,6.191163,6.178788,5.00904,4.044744,3.992679,5.887629,5.894784,4.992975,4.7835,4.90239,6.199677,4.924179,4.675977,5.411124,6.393195,5.116779,5.67639,4.847499,5.100831
6.42492,5.565726,5.686308,5.130963,5.478246,5.57181,5.635026,4.378167,4.214367,6.106617,6.302655,3.859191,4.599945,4.303854,5.15718,5.510133,5.775588,4.701105,4.7673,6.835707,5.150943,4.944132,6.045633,5.926041,5.874804,4.505985,5.162625,4.74714,4.808736,5.056659,5.018499,4.697568,5.214627,4.796208,4.922487,5.719077
5.704443,4.988997,5.155668,5.775804,4.215744,5.347971,4.508721,4.714731,5.734161,5.334507,5.005872,5.384016,4.858461,5.69556,4.611024,4.996341,5.100462,5.72166,5.571711,5.461002,5.882625,5.931621,4.966758,5.263938,4.880124,5.980725,4.544784,5.495904,6.137019,6.654105,4.930938,4.423221,5.575491,5.173587,5.171355,6.282189
5.955282,5.743251,4.042827,4.724541,4.996989,4.52052,4.853655,4.883022,4.769298,4.747662,4.432851,5.214429,5.77647,6.726564,4.659048,4.422645,4.941351,5.772177,4.371885,6.147747,5.032476,5.454675,5.01831,4.899483,4.483179,4.156452,5.303574,5.377842,5.639346,5.657112,5.316633,4.649247,5.766093,4.122999,5.320224,7.082289
4.677885,5.325696,5.32161,5.312313,5.099427,5.068125,4.755438,5.344551,4.196196,5.39523,5.272056,5.618844,5.261733,5.156865,5.65416,5.85324,4.588632,5.656014,4.835016,5.768541,4.483989,4.917789,4.828725,4.990248,5.834682,4.979196,5.736105,4.537233,4.591575,4.5,5.466105,4.440222,5.610006,4.202271,5.232591,5.041656
5.970924,6.133347,4.437612,4.869459,4.619799,4.54176,4.302153,5.345919,4.260456,5.558364,4.110642,4.815189,4.130865,4.884201,4.548555,5.685651,5.146065,5.058387,4.347981,5.006673,4.217391,5.240385,5.452011,4.809762,5.333409,6.084747,5.09301,4.775121,6.037398,5.611608,5.884263,5.195781,4.996521,5.202729,5.926995,5.228397
4.458375,4.571721,6.554961,6.172389,5.477994,5.399514,5.60178,4.202136,5.181201,5.32278,4.917726,5.1705,6.806358,4.784409,5.168214,4.763601,5.835744,5.358843,5.242464,4.979313,5.468085,5.760405,5.29776,6.190011,4.980447,7.111116,5.591547,5.355189,4.449024,4.876434,6.623388,4.723821,6.205095,5.914773,5.236983,5.51169
5.533488,5.641596,5.894397,4.308822,6.012594,4.354479,4.847481,5.409639,4.841424,4.330647,4.470921,6.132843,5.068179,4.667931,4.769667,4.856247,5.186925,5.746401,5.099103,5.727492,4.590144,5.204628,6.055713,4.827726,4.42287,4.860459,4.998735,5.497596,5.950836,6.071355,5.138451,4.27149,4.13001,4.136823,5.255874,4.494213
4.592286,5.594175,5.341689,5.488497,4.838031,5.850936,5.042421,5.272488,4.799007,5.156343,4.811679,4.836825,5.37111,5.611986,5.883048,5.501943,5.247855,5.302242,5.515452,5.370948,5.329863,6.862284,4.410648,7.000002,4.613688,5.06241,5.083083,4.693194,4.848759,5.141646,6.085962,5.878278,4.736043,4.408686,5.079069,5.68188
5.550813,5.643126,5.673582,5.616378,5.104818,6.008121,4.410765,5.308299,4.055499,6.186906,3.57759,4.637313,4.418199,4.72563,6.770781,4.368042,6.604425,4.638852,5.324067,5.117337,4.181058,4.260546,5.782779,6.801498,5.16051,4.344561,5.579244,4.578462,6.241212,5.903307,5.84118,4.985253,4.594041,6.094908,5.05548,4.534461
5.446656,6.259824,5.478408,5.891436,5.949963,5.211459,5.077251,4.950693,6.008247,4.848066,5.942214,4.270122,4.778406,5.388111,3.924801,5.617836,4.995126,5.442552,5.262093,5.708934,4.951656,4.314312,6.704766,4.526667,4.884732,5.126661,5.306688,4.629015,5.130513,4.638978,4.676409,5.290929,5.531346,4.064328,4.538115,5.216175
5.485635,4.624956,4.630455,4.467843,5.674914,4.44465,5.319324,6.058557,5.773968,4.109877,5.072787,6.554421,5.809302,4.453191,4.486545,5.200857,5.576211,6.667353,4.323717,4.809654,5.381235,5.241933,6.085755,5.270625,4.436199,3.840156,5.729841,5.480163,6.496227,4.634334,4.588992,5.477823,5.375133,4.950171,5.992776,6.159375
5.162049,6.121386,5.736276,5.445621,7.202367,6.032097,4.661622,6.375951,4.979547,6.570936,5.19417,5.491305,6.498486,4.802616,4.605993,6.477786,5.978277,6.182352,5.876676,5.316813,6.44256,6.979968,5.848038,4.770351,5.319369,5.858505,5.861475,4.372335,6.076161,5.233239,6.771159,6.567912,6.080625,6.161202,5.535171,6.465213
6.012405,4.854384,5.745069,4.986774,6.780348,5.49126,5.724351,6.197364,5.725791,5.046948,4.991337,5.670189,5.1372,5.877936,4.783599,5.469327,5.289129,4.825404,5.599152,4.314123,6.111045,5.501853,5.616612,4.206654,4.728222,5.764554,5.78322,5.6673,5.618367,5.633163,5.7942,5.253723,5.094558,5.201073,4.137984,5.659965
6.410745,4.476969,3.940488,6.168879,5.444919,5.533074,6.196554,5.119425,6.319953,6.072615,6.43635,5.551137,4.632489,6.278904,5.281452,5.40702,4.768353,6.320916,5.272065,5.417298,4.833378,4.723227,5.642523,6.565086,4.987161,5.462388,5.175576,5.324598,5.777037,5.066001,5.81913,6.127704,5.691024,5.895999,5.131206,4.837203
5.429304,5.147055,6.670197,5.447619,4.932612,5.179653,4.957119,6.166575,5.410197,6.155991,5.092425,5.625135,4.930371,5.104584,4.990896,4.579272,4.897557,5.451471,4.299489,6.012801,5.555979,5.489874,5.317191,4.727898,4.619565,5.011749,5.443443,6.704721,5.131269,5.329755,5.438853,4.409271,6.517782,5.743323,4.976514,6.62337
4.973571,4.867209,4.142988,5.271138,5.592537,5.947902,5.524902,5.165505,6.303492,7.303428,5.956497,4.3524,6.293439,5.558724,7.092225,6.921666,5.474835,5.556186,5.843673,4.899294,6.179814,6.505245,6.17922,4.993848,5.756769,5.535477,5.653098,4.848903,5.581818,4.808628,5.738913,6.028794,4.370481,5.874705,5.037615,5.026707
5.356413,5.292153,5.4792,5.296149,5.306157,4.875399,6.660108,5.700069,5.08122,5.554026,5.540715,5.479533,4.774725,5.336064,5.399352,5.134482,5.16852,6.3234,5.61753,5.238036,5.332032,4.538169,5.087241,5.621472,5.088564,5.073399,4.736916,5.169411,6.972516,4.230252,6.644637,5.677074,4.775859,5.541075,4.835223,5.132889
4.657824,5.206464,3.957354,5.81616,5.711103,5.846589,4.909833,5.541597,5.98509,5.259798,5.648742,5.06592,5.805522,5.241366,5.244777,4.840731,4.872465,6.445962,6.281703,4.831956,5.502915,5.925375,6.337467,6.132384,5.643864,5.596533,5.512806,5.2821,4.820724,4.580595,5.259375,5.550777,4.746591,4.704858,5.347845,5.806062
