1013,1010,1012,1016,1017,1012,1013,1018,1012,1010,1012,1010,1015,1015,1011,1010,1013,1011,1011,1016,1011,1012,1011,1018,1012,1011,1012,1010,1011,1010,1011,1016,1011,1016,1016,1014
1015,1013,1014,1019,1022,1013,1019,1021,1013,1016,1014,1015,1018,1019,1014,1013,1014,1016,1013,1017,1017,1015,1014,1019,1015,1012,1013,1019,1013,1016,1012,1017,1012,1021,1018,1023
1017,1016,1018,1021,1023,1015,1020,1022,1015,1018,1015,1020,1024,1020,1016,1014,1018,1018,1017,1018,1019,1016,1019,1020,1017,1015,1023,1021,1014,1018,1022,1021,1015,,1020,
1020,1018,1021,,,1017,,1024,1016,1019,1021,,,1021,1019,1017,1019,1019,1020,1019,1021,1020,1024,1021,1019,1017,1024,,1016,1024,,1022,1019,,,
1021,1021,,,,,,,1018,1021,1022,,,1022,1024,1024,1020,,,1022,,1024,,1023,1023,1019,,,1023,,,1024,1022,,,
1023,,,,,,,,1020,,,,,1024,,,,,,1023,,,,,,,,,,,,,,,,
